collocate,collocate_count,corpus_count,MI
looks,1,55,0.30278997682451203
at,6,1461,-1.8436282717331705
with,48,1817,0.8417694868362117
mercy,2,23,2.5605877342921586
says,2,67,1.0180604998913991
come,5,531,-0.6464902655676198
simple,2,25,2.440293500574447
way,6,341,0.2554842620461553
divine,6,31,3.7149158806834524
peace,2,16,3.084149690349171
which,11,710,0.0719060945944243
how,1,243,-1.8406628132566094
sense,4,95,1.5142940820182238
's,37,2832,-0.17400249410487612
turns,1,10,2.762221595461809
poverty,1,4,4.084149690349172
into,5,418,-0.3012813468443489
riches,1,2,5.084149690349172
satisfies,1,1,6.084149690349171
last,1,259,-1.9326585973373822
brothers,1,8,3.084149690349171
sisters,1,12,2.4991871896280156
whom,4,81,1.7442996874645469
i,51,3602,-0.05800743358560887
as,51,2671,0.3734107716855572
those,3,149,0.4499436706081661
my,23,676,1.2068322101239999
lord,2,34,1.9966868490988319
got,2,360,-1.4077034059805031
think,6,393,0.05072668881172136
but,19,1717,-0.4135971202093772
sin,1,49,0.4694398462339633
every,2,148,-0.12530367527977831
creature,2,14,3.2767947682915675
frightened,1,39,0.7987474714869232
without,5,206,0.7195772580533153
end,2,95,0.5142940820182237
its,5,155,1.1299533799622963
streams,1,2,5.084149690349172
courage,2,17,2.996686849098832
there,12,1022,-0.3280672898672937
no,12,945,-0.2150583280381074
could,12,620,0.3929877857960901
her,59,3047,0.39361895502452715
better,9,248,1.2998783814046087
leave,1,92,-0.4394122657078413
